epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,4121.33,0.56085,0.40952,0.96912,0.72482,0.86612,0.81333,0.51121,1.38153,1.08108,1.77105,0.000157762,0.000157762,0.000157762
132,4153.47,0.55994,0.39113,0.96468,0.82731,0.78259,0.84054,0.51144,1.40625,1.04978,1.7781,0.000150429,0.000150429,0.000150429
133,4184.94,0.57412,0.41018,0.973,0.76229,0.78835,0.82161,0.51677,1.37584,1.09877,1.7668,0.000143097,0.000143097,0.000143097
134,4216.13,0.55197,0.39421,0.95082,0.75293,0.81222,0.83014,0.51316,1.38183,1.03608,1.74778,0.000135764,0.000135764,0.000135764
135,4247.24,0.57942,0.39718,0.97067,0.81087,0.76604,0.83569,0.52027,1.39298,1.01983,1.78414,0.000128432,0.000128432,0.000128432
136,4278.72,0.55375,0.38782,0.95841,0.73083,0.83441,0.82754,0.51236,1.40053,1.0544,1.77674,0.000121099,0.000121099,0.000121099
137,4310.36,0.55319,0.39624,0.95471,0.77191,0.79573,0.84164,0.52771,1.37934,1.01457,1.75139,0.000113766,0.000113766,0.000113766
138,4341.8,0.53672,0.38616,0.94696,0.7492,0.85261,0.85967,0.53942,1.36291,0.98024,1.73757,0.000106434,0.000106434,0.000106434
139,4372.85,0.53678,0.38571,0.95034,0.80201,0.81664,0.84985,0.52765,1.38334,0.95642,1.76271,9.91012e-05,9.91012e-05,9.91012e-05
140,4403.86,0.52413,0.37706,0.94299,0.76334,0.85045,0.86504,0.54256,1.3509,0.9434,1.75838,9.17686e-05,9.17686e-05,9.17686e-05
141,4438.43,0.55751,0.33502,0.94647,0.76091,0.82822,0.83748,0.51924,1.39794,0.96651,1.81027,8.4436e-05,8.4436e-05,8.4436e-05
142,4469.26,0.52937,0.32123,0.91565,0.73348,0.82745,0.83208,0.51943,1.4107,0.99744,1.81446,7.71034e-05,7.71034e-05,7.71034e-05
143,4499.84,0.51748,0.30377,0.92337,0.73914,0.83155,0.83279,0.52666,1.40936,0.98544,1.80277,6.97708e-05,6.97708e-05,6.97708e-05
144,4530.51,0.51495,0.31074,0.92916,0.76847,0.84041,0.84484,0.52686,1.40013,0.97396,1.77788,6.24382e-05,6.24382e-05,6.24382e-05
145,4562.25,0.50719,0.3094,0.92231,0.79705,0.8055,0.85696,0.53587,1.37938,0.98333,1.74327,5.51056e-05,5.51056e-05,5.51056e-05
146,4593.02,0.49146,0.3107,0.91859,0.79911,0.80758,0.85833,0.54017,1.37189,0.9666,1.74303,4.7773e-05,4.7773e-05,4.7773e-05
147,4623.39,0.47989,0.28981,0.90964,0.7838,0.83135,0.84599,0.52708,1.37975,0.96514,1.76207,4.04404e-05,4.04404e-05,4.04404e-05
148,4653.81,0.49146,0.29751,0.90596,0.75938,0.84053,0.84616,0.52528,1.38501,0.98039,1.76601,3.31078e-05,3.31078e-05,3.31078e-05
149,4684.23,0.48947,0.30317,0.91327,0.76384,0.81847,0.84625,0.53893,1.37799,0.97193,1.76157,2.57752e-05,2.57752e-05,2.57752e-05
150,4715.03,0.48434,0.3,0.91379,0.78438,0.81523,0.84562,0.52936,1.38194,0.97405,1.76247,1.84426e-05,1.84426e-05,1.84426e-05
