epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,699.951,1.2902,1.38032,1.44571,0.6509,0.56382,0.57856,0.36852,1.27064,1.70687,1.49471,0.000973575,0.000973575,0.000973575
25,727.593,1.30129,1.35531,1.44171,0.41894,0.63465,0.50571,0.31379,1.29438,1.74278,1.56668,0.000961948,0.000961948,0.000961948
26,754.277,1.30044,1.34817,1.40696,0.80949,0.56178,0.62946,0.39697,1.35335,1.82709,1.54192,0.000949925,0.000949925,0.000949925
27,788.768,1.24975,1.27907,1.39289,0.56299,0.67531,0.63379,0.37932,1.37211,1.5762,1.5699,0.000937518,0.000937518,0.000937518
28,815.271,1.27296,1.21887,1.41557,0.72907,0.63264,0.74009,0.4744,1.26599,1.36461,1.47915,0.00092474,0.00092474,0.00092474
29,843.719,1.21804,1.23425,1.39044,0.67495,0.62067,0.67191,0.44481,1.30917,1.58454,1.51432,0.000911603,0.000911603,0.000911603
30,876.115,1.21325,1.16656,1.38171,0.65169,0.65271,0.67588,0.43,1.34117,1.64566,1.47294,0.00089812,0.00089812,0.00089812
31,902.367,1.24879,1.1899,1.41299,0.63249,0.61809,0.64809,0.40501,1.34792,1.5308,1.56842,0.000884305,0.000884305,0.000884305
32,930.451,1.22809,1.19826,1.39771,0.72835,0.69807,0.75415,0.46609,1.41156,1.3416,1.58671,0.00087017,0.00087017,0.00087017
33,957.94,1.20323,1.1108,1.37913,0.65264,0.72519,0.72691,0.42687,1.36108,1.35572,1.55228,0.00085573,0.00085573,0.00085573
34,985.952,1.24863,1.15582,1.41734,0.75319,0.68556,0.77193,0.46435,1.36729,1.35479,1.58473,0.000841,0.000841,0.000841
35,1013.62,1.2021,1.10098,1.37237,0.68441,0.66437,0.70695,0.41385,1.39208,1.49173,1.5487,0.000825993,0.000825993,0.000825993
36,1041.83,1.23243,1.10821,1.39172,0.72096,0.52751,0.65709,0.42503,1.37638,1.70302,1.54686,0.000810725,0.000810725,0.000810725
37,1068.62,1.16982,1.06811,1.34831,0.75635,0.6702,0.76601,0.46375,1.30775,1.30278,1.48847,0.00079521,0.00079521,0.00079521
38,1096.8,1.18825,1.06632,1.3625,0.66942,0.69981,0.70287,0.42687,1.30536,1.36027,1.53829,0.000779464,0.000779464,0.000779464
39,1124.28,1.15295,1.03195,1.34404,0.85173,0.68959,0.79551,0.50173,1.29783,1.18268,1.48524,0.000763503,0.000763503,0.000763503
40,1151.99,1.19969,1.02333,1.36818,0.75314,0.71074,0.76818,0.5019,1.25114,1.16479,1.43001,0.000747342,0.000747342,0.000747342
41,1178.01,1.18055,1.05757,1.3638,0.76189,0.72156,0.80513,0.50369,1.29141,1.16648,1.48318,0.000730997,0.000730997,0.000730997
42,1206.31,1.16452,0.98212,1.34398,0.69889,0.69977,0.72119,0.45993,1.32008,1.55735,1.50306,0.000714485,0.000714485,0.000714485
43,1232.76,1.13315,0.98725,1.32027,0.79974,0.52211,0.69117,0.4412,1.34179,1.50254,1.54047,0.000697821,0.000697821,0.000697821
44,1260.39,1.14983,1.00098,1.34886,0.68706,0.78987,0.79499,0.50703,1.281,1.16983,1.50757,0.000681022,0.000681022,0.000681022
45,1287.77,1.10968,0.91068,1.32502,0.66168,0.80525,0.72244,0.46631,1.33127,1.35833,1.57577,0.000664104,0.000664104,0.000664104
46,1314.79,1.1229,0.91156,1.29913,0.66187,0.82335,0.7775,0.49352,1.2856,1.38,1.49879,0.000647085,0.000647085,0.000647085
47,1342.68,1.09324,0.90816,1.28685,0.69067,0.71139,0.74774,0.46849,1.28998,1.30163,1.498,0.000629981,0.000629981,0.000629981
48,1370.25,1.1013,0.90016,1.29493,0.72,0.75671,0.79407,0.46026,1.5231,1.38028,1.70864,0.000612809,0.000612809,0.000612809
49,1398.17,1.06202,0.85183,1.26738,0.70189,0.64184,0.71801,0.43279,1.46794,1.54367,1.64462,0.000595586,0.000595586,0.000595586
50,1425.19,1.08296,0.84699,1.26492,0.73243,0.73152,0.84973,0.51384,1.37263,1.19264,1.58332,0.000578329,0.000578329,0.000578329
51,1453.41,1.07331,0.8365,1.26937,0.64323,0.8022,0.76952,0.46291,1.32078,1.24349,1.52616,0.000561055,0.000561055,0.000561055
52,1481.42,1.09699,0.87783,1.28659,0.62376,0.64822,0.69258,0.42808,1.34638,1.54858,1.53877,0.000543781,0.000543781,0.000543781
53,1508.68,1.0709,0.85553,1.27747,0.85462,0.71756,0.83721,0.50342,1.40479,1.09254,1.59563,0.000526524,0.000526524,0.000526524
54,1535.07,1.01567,0.7967,1.23023,0.7524,0.80236,0.82126,0.48488,1.41508,1.09654,1.63061,0.000509301,0.000509301,0.000509301
55,1563.01,1.01359,0.77016,1.24347,0.79224,0.75549,0.84535,0.50574,1.31708,1.18118,1.50645,0.000492129,0.000492129,0.000492129
56,1591.17,1.02795,0.81052,1.24512,0.7722,0.64786,0.79464,0.47638,1.46844,1.37255,1.64509,0.000475025,0.000475025,0.000475025
57,1617.42,1.05057,0.7827,1.2807,0.75077,0.76722,0.81531,0.48648,1.37578,1.22868,1.58936,0.000458006,0.000458006,0.000458006
58,1645.53,1.00266,0.73412,1.21362,0.77332,0.73632,0.7915,0.47927,1.40499,1.3355,1.61545,0.000441088,0.000441088,0.000441088
59,1672.76,1.01706,0.78958,1.25885,0.76671,0.74454,0.79645,0.47879,1.34602,1.44054,1.53353,0.000424289,0.000424289,0.000424289
60,1699.4,0.97266,0.7266,1.23158,0.8717,0.70709,0.84896,0.52042,1.40674,1.23747,1.60974,0.000407625,0.000407625,0.000407625
61,1726.29,0.96967,0.71669,1.21184,0.7802,0.82806,0.85695,0.49587,1.45613,1.18303,1.62383,0.000391113,0.000391113,0.000391113
62,1752.78,0.98158,0.70123,1.20291,0.83242,0.75094,0.85833,0.51449,1.38163,1.15474,1.61268,0.000374768,0.000374768,0.000374768
63,1780.36,0.97549,0.72408,1.20619,0.79577,0.79615,0.86205,0.51602,1.36853,1.17654,1.5799,0.000358607,0.000358607,0.000358607
64,1807.5,1.00184,0.73408,1.22757,0.83954,0.72887,0.82629,0.50261,1.39151,1.16936,1.60736,0.000342646,0.000342646,0.000342646
65,1834.85,0.96055,0.69483,1.19815,0.77437,0.76646,0.84321,0.53783,1.33298,1.07796,1.568,0.0003269,0.0003269,0.0003269
66,1861.06,0.91817,0.66616,1.17648,0.77698,0.73974,0.80454,0.50016,1.33006,1.24475,1.57842,0.000311385,0.000311385,0.000311385
67,1888.5,0.93055,0.6566,1.18479,0.77528,0.78923,0.84889,0.50184,1.39539,1.19196,1.63813,0.000296117,0.000296117,0.000296117
68,1916.53,0.93756,0.71738,1.19091,0.79176,0.78014,0.83424,0.51299,1.36749,1.28841,1.62278,0.00028111,0.00028111,0.00028111
69,1943.81,0.94572,0.67875,1.20075,0.87042,0.74844,0.84657,0.53551,1.33198,1.16863,1.57269,0.00026638,0.00026638,0.00026638
70,1971.23,0.9464,0.67772,1.18005,0.84972,0.70472,0.82858,0.52328,1.35634,1.11097,1.56404,0.00025194,0.00025194,0.00025194
71,1998.28,0.90261,0.64465,1.17182,0.76341,0.74701,0.80464,0.51387,1.36509,1.16075,1.5824,0.000237805,0.000237805,0.000237805
72,2025.02,0.92162,0.647,1.18451,0.76693,0.74675,0.81513,0.49709,1.41246,1.18411,1.63837,0.00022399,0.00022399,0.00022399
73,2051.78,0.8889,0.63409,1.15355,0.72502,0.81358,0.84353,0.51107,1.38701,1.24575,1.59513,0.000210507,0.000210507,0.000210507
74,2078.44,0.87918,0.64225,1.15849,0.73653,0.77775,0.81512,0.52136,1.35571,1.10244,1.58659,0.00019737,0.00019737,0.00019737
75,2105.14,0.89303,0.64166,1.16118,0.74493,0.82263,0.83994,0.52094,1.37397,1.13813,1.62065,0.000184592,0.000184592,0.000184592
76,2132.34,0.86353,0.58753,1.14689,0.75058,0.81452,0.84141,0.50856,1.43439,1.09044,1.64131,0.000172185,0.000172185,0.000172185
77,2159.82,0.88922,0.63784,1.16844,0.70861,0.85398,0.83518,0.51506,1.40911,1.19865,1.64223,0.000160162,0.000160162,0.000160162
78,2186.8,0.86571,0.60462,1.13267,0.76766,0.79316,0.84571,0.51874,1.3954,1.17473,1.61765,0.000148535,0.000148535,0.000148535
79,2214.44,0.8641,0.6177,1.1248,0.72864,0.8333,0.85437,0.53542,1.38677,1.13068,1.60806,0.000137315,0.000137315,0.000137315
80,2241.54,0.81038,0.59869,1.08641,0.75005,0.79398,0.81846,0.53718,1.36407,1.16214,1.61029,0.000126513,0.000126513,0.000126513
81,2266.92,0.83785,0.60087,1.13835,0.78396,0.829,0.8533,0.52567,1.40685,1.10748,1.67368,0.00011614,0.00011614,0.00011614
82,2293.69,0.81188,0.59891,1.0908,0.77258,0.85637,0.85971,0.53652,1.39372,1.04037,1.6328,0.000106206,0.000106206,0.000106206
83,2320.33,0.84704,0.62605,1.12014,0.79511,0.84316,0.85714,0.53161,1.41884,1.09653,1.66082,9.67211e-05,9.67211e-05,9.67211e-05
84,2347.04,0.81203,0.57047,1.10927,0.74787,0.85298,0.86247,0.53633,1.38468,1.04854,1.63787,8.76942e-05,8.76942e-05,8.76942e-05
85,2373.76,0.79523,0.57203,1.08133,0.77302,0.81599,0.83942,0.52363,1.40551,1.09771,1.64238,7.91345e-05,7.91345e-05,7.91345e-05
86,2401,0.795,0.57082,1.10143,0.79656,0.7982,0.85695,0.53372,1.38526,1.11453,1.61803,7.10504e-05,7.10504e-05,7.10504e-05
87,2428.25,0.82574,0.58355,1.11133,0.79235,0.84423,0.86312,0.53544,1.38925,1.11268,1.62101,6.34499e-05,6.34499e-05,6.34499e-05
88,2455.07,0.8056,0.55704,1.09787,0.80442,0.82791,0.85724,0.532,1.41116,1.10989,1.6546,5.63404e-05,5.63404e-05,5.63404e-05
89,2482.74,0.88446,0.63397,1.21072,0.82283,0.80684,0.85026,0.53154,1.39694,1.11209,1.6496,4.97291e-05,4.97291e-05,4.97291e-05
90,2508.67,0.81977,0.57141,1.11569,0.80235,0.80148,0.85033,0.53153,1.40904,1.16025,1.65359,4.36223e-05,4.36223e-05,4.36223e-05
91,2542.17,0.80419,0.54949,1.10866,0.7898,0.80691,0.85033,0.5384,1.37352,1.14482,1.61859,3.80262e-05,3.80262e-05,3.80262e-05
92,2564.75,0.82526,0.52506,1.10686,0.75795,0.83449,0.85278,0.53035,1.38806,1.11843,1.64412,3.29463e-05,3.29463e-05,3.29463e-05
93,2590.44,0.79321,0.52019,1.09906,0.77733,0.8074,0.84103,0.5194,1.38072,1.1292,1.62782,2.83875e-05,2.83875e-05,2.83875e-05
94,2616.07,0.78015,0.48905,1.07787,0.77593,0.81428,0.84249,0.52817,1.37626,1.10337,1.62282,2.43545e-05,2.43545e-05,2.43545e-05
95,2641.04,0.80398,0.49427,1.12291,0.77837,0.82843,0.84389,0.52316,1.38444,1.11621,1.63378,2.0851e-05,2.0851e-05,2.0851e-05
96,2666.73,0.76944,0.49147,1.07768,0.80606,0.77555,0.85153,0.52741,1.37864,1.0818,1.63276,1.78807e-05,1.78807e-05,1.78807e-05
97,2693.18,0.77697,0.48928,1.10959,0.79658,0.80324,0.85687,0.53247,1.37715,1.07222,1.62947,1.54465e-05,1.54465e-05,1.54465e-05
98,2720.69,0.75706,0.50306,1.07997,0.7937,0.79747,0.86,0.53269,1.37878,1.09203,1.63187,1.35507e-05,1.35507e-05,1.35507e-05
99,2747.56,0.77738,0.47792,1.1059,0.77906,0.81808,0.85933,0.53176,1.37919,1.08775,1.63612,1.21952e-05,1.21952e-05,1.21952e-05
100,2773.69,0.77356,0.49838,1.08132,0.76724,0.81952,0.8558,0.53465,1.38607,1.10548,1.65311,1.13814e-05,1.13814e-05,1.13814e-05
