epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,833.222,1.15959,0.99259,1.3316,0.51465,0.66054,0.61607,0.32365,1.6736,1.74521,1.69506,0.000949925,0.000949925,0.000949925
27,864.04,1.16779,0.96948,1.33949,0.65292,0.56994,0.60854,0.34847,1.56607,1.71848,1.64488,0.000937518,0.000937518,0.000937518
28,894.748,1.17121,0.94415,1.31921,0.61926,0.61781,0.58373,0.32369,1.63755,1.79049,1.66923,0.00092474,0.00092474,0.00092474
29,925.098,1.13881,0.9506,1.31046,0.57259,0.58391,0.55502,0.31224,1.48396,1.712,1.58647,0.000911603,0.000911603,0.000911603
30,956.043,1.12676,0.88807,1.30339,0.63758,0.70228,0.71824,0.39695,1.50737,1.64477,1.57406,0.00089812,0.00089812,0.00089812
31,987.691,1.09981,0.8532,1.29591,0.70499,0.6049,0.63357,0.35846,1.51885,1.68534,1.57707,0.000884305,0.000884305,0.000884305
32,1018.92,1.09479,0.87916,1.29213,0.71708,0.57838,0.66501,0.37595,1.6262,1.69746,1.63795,0.00087017,0.00087017,0.00087017
33,1049.88,1.11121,0.87227,1.31226,0.7618,0.57581,0.70113,0.37477,1.59318,1.61005,1.71437,0.00085573,0.00085573,0.00085573
34,1080.81,1.09542,0.865,1.29925,0.74563,0.64752,0.66582,0.38237,1.61822,1.50591,1.75227,0.000841,0.000841,0.000841
35,1111.83,1.05005,0.81926,1.25458,0.51156,0.62133,0.60395,0.3401,1.56746,1.63483,1.62735,0.000825993,0.000825993,0.000825993
36,1143.46,1.06071,0.80092,1.27396,0.6087,0.60193,0.64185,0.3363,1.4931,1.5689,1.59977,0.000810725,0.000810725,0.000810725
37,1174.76,1.04115,0.77267,1.24508,0.59701,0.64706,0.65859,0.3675,1.52873,1.46913,1.59944,0.00079521,0.00079521,0.00079521
38,1205.7,1.00585,0.77394,1.22478,0.80545,0.56757,0.67198,0.3984,1.53782,1.44388,1.63277,0.000779464,0.000779464,0.000779464
39,1236.96,1.02379,0.78584,1.24673,0.716,0.58372,0.70553,0.3919,1.60185,1.6386,1.66245,0.000763503,0.000763503,0.000763503
40,1267.88,1.02315,0.74857,1.22573,0.6624,0.72542,0.72466,0.39431,1.62071,1.72006,1.72432,0.000747342,0.000747342,0.000747342
41,1299.5,0.9761,0.71446,1.21942,0.63149,0.70795,0.68598,0.40771,1.52516,1.67493,1.64097,0.000730997,0.000730997,0.000730997
42,1331.22,0.98721,0.75678,1.23128,0.62619,0.70145,0.69932,0.39644,1.61382,1.57664,1.70096,0.000714485,0.000714485,0.000714485
43,1362.26,0.98727,0.72068,1.2257,0.61797,0.72379,0.72363,0.39943,1.67945,1.56889,1.77952,0.000697821,0.000697821,0.000697821
44,1393.07,0.97876,0.69512,1.21204,0.72392,0.57353,0.6679,0.38237,1.58407,1.49119,1.72337,0.000681022,0.000681022,0.000681022
45,1423.82,0.94819,0.69814,1.20142,0.59313,0.74213,0.66486,0.3777,1.60845,1.34274,1.70671,0.000664104,0.000664104,0.000664104
46,1454.52,0.94427,0.68286,1.19114,0.6712,0.72955,0.73845,0.41625,1.58147,1.50789,1.6804,0.000647085,0.000647085,0.000647085
47,1485.78,0.91871,0.68028,1.17586,0.65819,0.64177,0.71111,0.40935,1.58986,1.63639,1.66026,0.000629981,0.000629981,0.000629981
48,1516.52,0.91349,0.66506,1.18269,0.59795,0.68845,0.67844,0.39552,1.52264,1.45453,1.61346,0.000612809,0.000612809,0.000612809
49,1547.33,0.88941,0.64418,1.1573,0.61608,0.68691,0.6553,0.39675,1.54412,1.46861,1.66929,0.000595586,0.000595586,0.000595586
50,1577.83,0.89049,0.65709,1.14089,0.63358,0.72206,0.70755,0.39284,1.60685,1.33257,1.73938,0.000578329,0.000578329,0.000578329
51,1608.36,0.85741,0.61755,1.13888,0.74029,0.60859,0.67731,0.38427,1.52565,1.27896,1.7151,0.000561055,0.000561055,0.000561055
52,1638.95,0.85976,0.61716,1.14354,0.68698,0.69776,0.73044,0.43326,1.48897,1.26808,1.63709,0.000543781,0.000543781,0.000543781
53,1670.38,0.85267,0.60163,1.12532,0.65229,0.67525,0.67422,0.3918,1.50919,1.58013,1.7136,0.000526524,0.000526524,0.000526524
54,1701.62,0.85027,0.60571,1.13249,0.68723,0.68591,0.70783,0.38752,1.57503,1.48155,1.72212,0.000509301,0.000509301,0.000509301
55,1732.62,0.84442,0.61119,1.13422,0.74316,0.64821,0.72364,0.40978,1.58474,1.26082,1.74287,0.000492129,0.000492129,0.000492129
56,1763.06,0.8474,0.59675,1.11641,0.62051,0.76157,0.71803,0.40984,1.61418,1.21083,1.70619,0.000475025,0.000475025,0.000475025
57,1793.38,0.81269,0.58535,1.107,0.72367,0.68583,0.70361,0.40731,1.55139,1.49525,1.7089,0.000458006,0.000458006,0.000458006
58,1823.72,0.80109,0.57825,1.10948,0.65589,0.71818,0.68805,0.38327,1.5277,1.66716,1.69136,0.000441088,0.000441088,0.000441088
59,1855.16,0.78552,0.5608,1.08451,0.76003,0.55474,0.6547,0.38386,1.5101,1.56266,1.66923,0.000424289,0.000424289,0.000424289
60,1886.54,0.80036,0.58106,1.11012,0.72841,0.62903,0.69158,0.3963,1.56625,1.44515,1.75966,0.000407625,0.000407625,0.000407625
61,1917.33,0.75943,0.5689,1.07984,0.75642,0.58928,0.70429,0.39833,1.65022,1.59191,1.8077,0.000391113,0.000391113,0.000391113
62,1947.95,0.75046,0.53785,1.07444,0.6114,0.64722,0.70822,0.41181,1.57796,1.51331,1.71537,0.000374768,0.000374768,0.000374768
63,1978.49,0.73985,0.52128,1.05575,0.61069,0.64857,0.68095,0.40101,1.60164,1.6828,1.77455,0.000358607,0.000358607,0.000358607
64,2010.01,0.7235,0.52607,1.047,0.64387,0.67837,0.68464,0.41332,1.53507,1.43447,1.70975,0.000342646,0.000342646,0.000342646
65,2041.6,0.73042,0.51102,1.0592,0.65516,0.61714,0.67861,0.39894,1.5368,1.57419,1.70285,0.0003269,0.0003269,0.0003269
66,2072.73,0.70065,0.49621,1.04318,0.68435,0.67328,0.70272,0.4078,1.55721,1.46842,1.71805,0.000311385,0.000311385,0.000311385
67,2103.22,0.6983,0.49967,1.04136,0.62214,0.68658,0.70503,0.42528,1.54276,1.49317,1.72667,0.000296117,0.000296117,0.000296117
68,2133.86,0.70898,0.5148,1.05089,0.66647,0.66312,0.70303,0.39392,1.56531,1.57306,1.76455,0.00028111,0.00028111,0.00028111
69,2164.32,0.69155,0.49487,1.04561,0.75855,0.70148,0.76104,0.4337,1.55461,1.51514,1.75745,0.00026638,0.00026638,0.00026638
70,2195.58,0.69045,0.48393,1.03148,0.73776,0.67854,0.77037,0.42314,1.60425,1.49186,1.77576,0.00025194,0.00025194,0.00025194
71,2226.79,0.6735,0.48023,1.03306,0.68311,0.67074,0.74201,0.43985,1.54606,1.4959,1.77811,0.000237805,0.000237805,0.000237805
72,2257.45,0.65659,0.47409,1.01248,0.66392,0.64357,0.71202,0.4191,1.55526,1.35098,1.75916,0.00022399,0.00022399,0.00022399
73,2287.98,0.64279,0.46322,1.01164,0.71227,0.58935,0.69013,0.40503,1.55034,1.59473,1.73677,0.000210507,0.000210507,0.000210507
74,2318.43,0.65577,0.48647,1.0258,0.70415,0.65264,0.71489,0.41693,1.5683,1.57872,1.76724,0.00019737,0.00019737,0.00019737
75,2348.66,0.63933,0.47,1.00835,0.64644,0.69988,0.71486,0.41562,1.58338,1.57374,1.8208,0.000184592,0.000184592,0.000184592
76,2379.56,0.65218,0.46962,1.0113,0.65687,0.69525,0.71921,0.40833,1.5734,1.56043,1.79734,0.000172185,0.000172185,0.000172185
77,2411.38,0.64061,0.49773,1.01037,0.59331,0.73956,0.70417,0.40842,1.56652,1.51939,1.81275,0.000160162,0.000160162,0.000160162
78,2442.36,0.64484,0.49831,1.01626,0.61536,0.68603,0.71069,0.41001,1.55401,1.52814,1.78269,0.000148535,0.000148535,0.000148535
79,2473.04,0.60515,0.44198,0.98792,0.57953,0.69313,0.709,0.41749,1.53672,1.53975,1.74416,0.000137315,0.000137315,0.000137315
80,2503.71,0.62771,0.47401,1.00678,0.60636,0.73481,0.71877,0.41449,1.5688,1.47742,1.79499,0.000126513,0.000126513,0.000126513
81,2534.21,0.60778,0.4451,0.98882,0.58757,0.74695,0.70863,0.40782,1.5697,1.49124,1.79222,0.00011614,0.00011614,0.00011614
82,2565.02,0.58457,0.44437,0.97036,0.675,0.65897,0.71975,0.41213,1.58232,1.52804,1.82016,0.000106206,0.000106206,0.000106206
83,2596.35,0.59075,0.44013,0.9859,0.68116,0.71125,0.7259,0.42036,1.57865,1.48331,1.82773,9.67211e-05,9.67211e-05,9.67211e-05
84,2627.14,0.59271,0.43753,0.98508,0.66166,0.72421,0.73534,0.43269,1.57501,1.53989,1.83587,8.76942e-05,8.76942e-05,8.76942e-05
85,2658.57,0.57623,0.43637,0.97528,0.65445,0.70188,0.72506,0.42563,1.55638,1.5406,1.80872,7.91345e-05,7.91345e-05,7.91345e-05
86,2689.57,0.60588,0.44797,0.99059,0.67897,0.71957,0.74064,0.42214,1.57831,1.53797,1.83515,7.10504e-05,7.10504e-05,7.10504e-05
87,2720.14,0.57728,0.44277,0.97454,0.68447,0.70835,0.72589,0.4154,1.59303,1.50441,1.84902,6.34499e-05,6.34499e-05,6.34499e-05
88,2751.15,0.5455,0.41456,0.96649,0.70591,0.7047,0.75063,0.42638,1.57744,1.49882,1.84649,5.63404e-05,5.63404e-05,5.63404e-05
89,2782.95,0.58339,0.44063,0.98263,0.72375,0.71799,0.75538,0.43472,1.57402,1.51592,1.81801,4.97291e-05,4.97291e-05,4.97291e-05
90,2813.72,0.58012,0.43274,0.97473,0.6694,0.70747,0.72137,0.42126,1.56792,1.5344,1.82297,4.36223e-05,4.36223e-05,4.36223e-05
91,2846.89,0.48041,0.32875,0.91531,0.66907,0.6691,0.72846,0.43085,1.57488,1.53514,1.83062,3.80262e-05,3.80262e-05,3.80262e-05
92,2877.27,0.46695,0.32241,0.90667,0.66557,0.70476,0.72823,0.42446,1.56117,1.52135,1.81844,3.29463e-05,3.29463e-05,3.29463e-05
93,2907.83,0.44957,0.30877,0.88886,0.67707,0.67977,0.73132,0.43121,1.56548,1.53694,1.82206,2.83875e-05,2.83875e-05,2.83875e-05
94,2938.86,0.46444,0.31611,0.89933,0.67154,0.69087,0.73204,0.42733,1.56804,1.53617,1.81582,2.43545e-05,2.43545e-05,2.43545e-05
95,2969.38,0.45133,0.30799,0.89746,0.66718,0.68403,0.73294,0.4287,1.56705,1.53024,1.82294,2.0851e-05,2.0851e-05,2.0851e-05
96,2999.7,0.45089,0.31473,0.89631,0.68264,0.6909,0.73324,0.42817,1.56805,1.52703,1.83241,1.78807e-05,1.78807e-05,1.78807e-05
97,3029.85,0.44934,0.31092,0.89671,0.69504,0.69332,0.73857,0.4319,1.56647,1.51817,1.83398,1.54465e-05,1.54465e-05,1.54465e-05
98,3060.35,0.45327,0.31285,0.89854,0.69274,0.67334,0.73781,0.42445,1.57238,1.52337,1.84111,1.35507e-05,1.35507e-05,1.35507e-05
99,3090.49,0.43896,0.30927,0.88437,0.77726,0.60897,0.74076,0.43231,1.5745,1.53379,1.841,1.21952e-05,1.21952e-05,1.21952e-05
100,3120.5,0.45119,0.30761,0.89816,0.71632,0.65424,0.73779,0.4218,1.5742,1.54693,1.84424,1.13814e-05,1.13814e-05,1.13814e-05
