epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.68001,1.5781,4.35056,1.45189,0.00375,0.44392,0.08197,0.02456,1.81636,4.70267,2.11925,0.000361917,0.000361917,0.000361917
2,15.9858,1.48829,3.42855,1.37406,0.22634,0.05053,0.09586,0.04318,1.62425,4.12657,1.98596,0.000726209,0.000726209,0.000726209
3,22.0186,1.47596,3.21702,1.36058,0.25453,0.47593,0.24164,0.13291,1.81989,5.2097,2.03922,0.00108439,0.00108439,0.00108439
4,28.4052,1.46781,2.96576,1.37607,0.42448,0.40675,0.28446,0.13882,2.1294,5.91005,2.44528,0.0010835,0.0010835,0.0010835
5,34.3242,1.43664,2.6094,1.36359,0.32966,0.48726,0.30037,0.16295,1.96786,2.71609,2.04981,0.00107434,0.00107434,0.00107434
6,40.5294,1.40522,2.41079,1.35778,0.40029,0.4398,0.36989,0.20628,1.49421,3.57658,2.13099,0.00106517,0.00106517,0.00106517
7,46.4892,1.42316,2.24908,1.35082,0.51481,0.42411,0.42723,0.25594,2.24718,2.898,2.32762,0.00105601,0.00105601,0.00105601
8,52.7125,1.37128,2.07805,1.33519,0.47188,0.52343,0.47006,0.24063,1.87172,1.72584,1.86081,0.00104684,0.00104684,0.00104684
9,59.0291,1.36449,1.89934,1.32325,0.40771,0.57663,0.4692,0.25528,1.72555,2.15097,1.71794,0.00103767,0.00103767,0.00103767
10,65.5409,1.37204,1.7971,1.32733,0.32439,0.49922,0.39118,0.22724,1.94906,2.05323,2.0125,0.00102851,0.00102851,0.00102851
11,71.4866,1.32941,1.67089,1.30608,0.51949,0.60831,0.54025,0.31633,2.05359,1.95606,2.18011,0.00101934,0.00101934,0.00101934
12,77.7392,1.30779,1.51648,1.29686,0.57938,0.60519,0.51434,0.26275,2.1414,2.29423,2.06144,0.00101018,0.00101018,0.00101018
13,83.6371,1.35002,1.52515,1.3364,0.50465,0.52751,0.48604,0.28915,1.4814,2.05385,1.6793,0.00100101,0.00100101,0.00100101
14,89.5178,1.3021,1.51255,1.33131,0.53589,0.55907,0.51636,0.29342,2.10551,2.0467,2.14469,0.000991845,0.000991845,0.000991845
15,95.5174,1.2795,1.37007,1.27005,0.61436,0.61302,0.60007,0.33333,1.51367,1.74139,1.62054,0.000982679,0.000982679,0.000982679
16,101.313,1.28564,1.41107,1.30267,0.68251,0.52133,0.65674,0.34615,1.36112,1.77985,1.65208,0.000973514,0.000973514,0.000973514
17,107.613,1.31308,1.30255,1.32267,0.55357,0.54983,0.56469,0.34557,1.66953,1.999,1.827,0.000964348,0.000964348,0.000964348
18,113.536,1.27966,1.27937,1.31183,0.61073,0.63781,0.62818,0.352,1.98158,1.99896,1.87362,0.000955182,0.000955182,0.000955182
19,119.567,1.25839,1.18968,1.28999,0.71578,0.60312,0.61509,0.34883,1.70864,1.77501,1.78686,0.000946016,0.000946016,0.000946016
20,125.494,1.24233,1.1793,1.26932,0.61976,0.56474,0.58588,0.32169,1.75938,2.1975,1.93477,0.000936851,0.000936851,0.000936851
21,131.45,1.23037,1.1192,1.26575,0.75641,0.59816,0.68071,0.34177,1.50648,1.73224,1.66486,0.000927685,0.000927685,0.000927685
22,137.688,1.20055,1.06101,1.22108,0.6156,0.67525,0.66624,0.38057,2.0972,1.62056,2.25007,0.000918519,0.000918519,0.000918519
23,143.664,1.25009,1.06412,1.2557,0.68172,0.54038,0.59641,0.29111,1.51701,1.92981,1.73931,0.000909353,0.000909353,0.000909353
24,149.818,1.19393,1.05005,1.23923,0.6511,0.62211,0.61375,0.31615,1.73785,1.74296,1.85554,0.000900188,0.000900188,0.000900188
25,155.805,1.19157,1.00525,1.23458,0.54138,0.70234,0.59461,0.31209,2.03043,1.65488,1.9643,0.000891022,0.000891022,0.000891022
26,161.851,1.17876,1.00148,1.23641,0.72128,0.55757,0.62825,0.34398,1.98857,1.65348,1.93043,0.000881856,0.000881856,0.000881856
27,167.622,1.1662,0.92762,1.20045,0.6574,0.56072,0.59278,0.30883,2.15911,1.80556,2.06261,0.000872691,0.000872691,0.000872691
28,173.519,1.17991,0.95498,1.22765,0.68751,0.69776,0.69124,0.36506,1.75579,1.54523,1.82021,0.000863525,0.000863525,0.000863525
29,179.463,1.15594,0.92558,1.21978,0.60067,0.70037,0.64826,0.33778,1.91865,1.54387,1.89462,0.000854359,0.000854359,0.000854359
30,185.422,1.13271,0.90027,1.19306,0.70097,0.68488,0.69889,0.39016,2.00081,1.94756,1.94067,0.000845193,0.000845193,0.000845193
31,191.279,1.13509,0.90185,1.21497,0.7289,0.61785,0.69299,0.37422,1.69605,1.69922,1.9409,0.000836027,0.000836027,0.000836027
32,197.323,1.15074,0.88066,1.22918,0.78358,0.6268,0.72343,0.397,1.86191,1.82595,1.85345,0.000826862,0.000826862,0.000826862
33,203.267,1.14137,0.86302,1.20045,0.71662,0.62094,0.69971,0.37952,1.6324,1.59091,1.62406,0.000817696,0.000817696,0.000817696
34,209.207,1.15453,0.87323,1.20529,0.68743,0.5285,0.58966,0.31391,1.93563,2.03429,2.0408,0.00080853,0.00080853,0.00080853
35,215.037,1.12305,0.84747,1.17964,0.56185,0.64967,0.62377,0.34453,2.16614,1.66058,2.23433,0.000799365,0.000799365,0.000799365
36,220.999,1.13016,0.8295,1.20858,0.6602,0.66824,0.68967,0.35096,1.77575,2.1729,1.79944,0.000790199,0.000790199,0.000790199
37,227.15,1.06384,0.78309,1.16644,0.73053,0.64818,0.67737,0.37147,1.76448,1.24797,1.86076,0.000781033,0.000781033,0.000781033
38,233.193,1.11202,0.83697,1.1741,0.7482,0.5685,0.69316,0.33653,1.66354,1.86942,1.69873,0.000771867,0.000771867,0.000771867
39,239.237,1.08353,0.79537,1.1576,0.59269,0.65824,0.62952,0.35369,1.55973,2.32382,1.78035,0.000762702,0.000762702,0.000762702
40,245.199,1.0646,0.78507,1.16215,0.73669,0.59869,0.65485,0.37563,2.12544,2.07511,1.91427,0.000753536,0.000753536,0.000753536
41,251.16,1.04193,0.7885,1.15106,0.65437,0.72421,0.71346,0.38133,1.61016,1.39063,1.60955,0.00074437,0.00074437,0.00074437
42,257.393,1.02699,0.75264,1.1214,0.70119,0.66043,0.68161,0.36643,2.05319,1.60153,2.08352,0.000735204,0.000735204,0.000735204
43,263.432,1.07086,0.76101,1.16697,0.70018,0.66683,0.68748,0.37171,1.56556,1.5454,1.77088,0.000726038,0.000726038,0.000726038
44,269.39,1.03199,0.72862,1.14265,0.68105,0.64981,0.68865,0.37754,1.73852,1.33965,1.73669,0.000716873,0.000716873,0.000716873
45,275.479,1.02429,0.72028,1.13357,0.68149,0.65655,0.68966,0.37993,1.94899,1.68789,1.88635,0.000707707,0.000707707,0.000707707
46,281.264,1.01572,0.72721,1.12936,0.74751,0.62299,0.69202,0.39092,1.90027,1.61309,1.85881,0.000698541,0.000698541,0.000698541
47,287.194,0.99354,0.71334,1.1215,0.6474,0.73219,0.70739,0.37791,2.00239,1.61614,1.94545,0.000689376,0.000689376,0.000689376
48,293.008,0.99103,0.68927,1.10443,0.60326,0.68921,0.68163,0.36118,1.65065,1.94232,1.69407,0.00068021,0.00068021,0.00068021
49,299.075,0.98058,0.68889,1.1011,0.74801,0.66394,0.72156,0.36401,1.90343,1.47065,1.78371,0.000671044,0.000671044,0.000671044
50,304.868,0.98973,0.69403,1.11107,0.65146,0.72907,0.71766,0.37587,1.7158,1.40567,1.69256,0.000661878,0.000661878,0.000661878
51,310.779,0.997,0.68078,1.10976,0.61568,0.67016,0.64496,0.34307,1.67619,1.72927,1.8393,0.000652712,0.000652712,0.000652712
52,317,0.93026,0.64322,1.08399,0.65226,0.6763,0.69218,0.3519,1.7057,1.50282,1.64993,0.000643547,0.000643547,0.000643547
