epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,328.842,0.98327,0.72797,1.22847,0.77855,0.67969,0.79011,0.46308,2.09266,1.52729,2.10824,0.000795698,0.000795698,0.000795698
45,336.392,0.98313,0.71956,1.23273,0.71038,0.66551,0.72087,0.4038,1.58034,1.88403,1.97087,0.000788366,0.000788366,0.000788366
46,343.743,0.93898,0.67449,1.20166,0.8319,0.64286,0.78002,0.43386,1.96015,1.76598,1.80991,0.000781033,0.000781033,0.000781033
47,351.142,0.94178,0.70151,1.19387,0.75648,0.70708,0.80078,0.48272,2.37025,1.97341,2.64144,0.0007737,0.0007737,0.0007737
48,358.548,0.93701,0.67954,1.1955,0.77542,0.69984,0.73979,0.42283,2.46858,1.73606,2.61448,0.000766368,0.000766368,0.000766368
49,365.923,0.93351,0.68612,1.20691,0.78002,0.5908,0.71733,0.41027,1.8447,2.55115,1.88978,0.000759035,0.000759035,0.000759035
50,373.393,0.90869,0.66584,1.17887,0.78859,0.79276,0.82363,0.48756,1.90686,1.51175,2.06909,0.000751703,0.000751703,0.000751703
51,380.816,0.8827,0.64374,1.14798,0.76171,0.67386,0.75905,0.43529,1.47041,1.67734,1.78928,0.00074437,0.00074437,0.00074437
52,388.265,0.88065,0.62256,1.1566,0.77236,0.77192,0.81113,0.46454,1.54773,1.68479,1.77602,0.000737037,0.000737037,0.000737037
53,395.642,0.88138,0.62967,1.16374,0.67771,0.76268,0.7856,0.46612,1.8745,1.6267,2.23307,0.000729705,0.000729705,0.000729705
54,403.105,0.89302,0.6587,1.15857,0.71392,0.65778,0.73628,0.44344,1.76012,2.39013,2.02938,0.000722372,0.000722372,0.000722372
55,410.776,0.86587,0.62814,1.14641,0.76443,0.65355,0.73335,0.43912,2.68678,1.30605,3.30767,0.00071504,0.00071504,0.00071504
56,418.18,0.86803,0.59839,1.14693,0.79525,0.71081,0.7797,0.46109,1.3637,2.33726,1.76979,0.000707707,0.000707707,0.000707707
57,425.6,0.86597,0.6043,1.15148,0.76232,0.7053,0.79629,0.48519,1.40434,1.53411,1.74901,0.000700374,0.000700374,0.000700374
58,432.929,0.85064,0.61126,1.13974,0.79775,0.74394,0.79842,0.47994,1.83022,1.4815,1.6414,0.000693042,0.000693042,0.000693042
59,440.402,0.8414,0.59693,1.13583,0.75093,0.75543,0.79602,0.46711,2.54871,1.66941,2.66186,0.000685709,0.000685709,0.000685709
60,447.74,0.8384,0.58615,1.12848,0.66999,0.73753,0.77372,0.46876,2.64308,1.40751,2.40729,0.000678377,0.000678377,0.000678377
61,455.136,0.81896,0.58941,1.11094,0.73013,0.77239,0.80948,0.48225,2.59455,1.39778,2.39418,0.000671044,0.000671044,0.000671044
62,462.477,0.84291,0.60693,1.12531,0.7595,0.73445,0.81024,0.48016,1.71313,2.39001,1.63141,0.000663711,0.000663711,0.000663711
63,469.825,0.80943,0.57401,1.10395,0.71393,0.67858,0.77322,0.46425,2.8324,1.59515,3.57067,0.000656379,0.000656379,0.000656379
64,477.221,0.81475,0.56626,1.10931,0.74672,0.75207,0.79764,0.46654,1.69363,1.89417,1.90762,0.000649046,0.000649046,0.000649046
65,484.573,0.7981,0.55456,1.10154,0.68508,0.75017,0.78069,0.48166,2.38529,1.87895,2.34608,0.000641714,0.000641714,0.000641714
66,491.937,0.80962,0.57306,1.10076,0.68756,0.77117,0.79066,0.46676,1.76913,1.5893,1.75217,0.000634381,0.000634381,0.000634381
67,499.284,0.79311,0.54206,1.10339,0.71752,0.74896,0.80694,0.48219,1.57862,1.4932,2.13407,0.000627048,0.000627048,0.000627048
68,506.698,0.78547,0.56105,1.09794,0.78721,0.76901,0.8232,0.48496,1.3566,2.48731,1.929,0.000619716,0.000619716,0.000619716
69,514.135,0.76829,0.52843,1.08054,0.79741,0.77137,0.83833,0.4976,1.62157,1.74855,1.82393,0.000612383,0.000612383,0.000612383
70,521.541,0.80334,0.54397,1.10633,0.76603,0.83917,0.84749,0.53094,2.41172,1.02192,2.4248,0.000605051,0.000605051,0.000605051
71,529.042,0.77341,0.53292,1.09873,0.77136,0.70205,0.76604,0.45882,2.69881,1.85198,2.21936,0.000597718,0.000597718,0.000597718
72,536.446,0.75432,0.51778,1.07427,0.70736,0.79773,0.80627,0.46838,1.7639,1.85782,1.78579,0.000590385,0.000590385,0.000590385
73,543.854,0.76336,0.56065,1.08479,0.75018,0.76026,0.81049,0.48611,1.85487,1.44004,1.67386,0.000583053,0.000583053,0.000583053
74,551.247,0.74954,0.52132,1.06603,0.82668,0.78294,0.82819,0.49083,1.77582,1.62386,1.87729,0.00057572,0.00057572,0.00057572
75,558.709,0.74064,0.52939,1.06819,0.82717,0.76754,0.8573,0.50249,2.05528,1.19235,1.96971,0.000568388,0.000568388,0.000568388
76,566.224,0.72045,0.50233,1.05148,0.77612,0.79074,0.84923,0.51008,1.55427,1.30214,1.7186,0.000561055,0.000561055,0.000561055
77,573.967,0.74043,0.48937,1.06048,0.79544,0.79875,0.86245,0.51066,1.55772,1.49418,1.60266,0.000553722,0.000553722,0.000553722
78,581.369,0.72615,0.50462,1.06515,0.84606,0.75146,0.85377,0.50097,1.54519,1.30565,1.67838,0.00054639,0.00054639,0.00054639
79,588.814,0.71933,0.50594,1.06182,0.79764,0.7636,0.81998,0.49094,1.50569,1.31328,1.71206,0.000539057,0.000539057,0.000539057
80,596.218,0.71154,0.49876,1.04385,0.85168,0.73,0.82224,0.46465,1.51132,1.32161,1.61194,0.000531725,0.000531725,0.000531725
81,603.662,0.71743,0.50194,1.05561,0.78289,0.75362,0.78981,0.46613,1.50579,1.46313,1.75512,0.000524392,0.000524392,0.000524392
82,610.984,0.71275,0.49379,1.04743,0.75705,0.81559,0.80245,0.48762,1.46568,1.30285,1.83595,0.000517059,0.000517059,0.000517059
83,618.454,0.68129,0.47233,1.02993,0.76398,0.74283,0.77944,0.47138,1.3466,1.4396,1.89542,0.000509727,0.000509727,0.000509727
84,625.793,0.69318,0.48968,1.03758,0.76911,0.76438,0.81401,0.47283,1.96892,1.16837,2.25568,0.000502394,0.000502394,0.000502394
85,633.177,0.68307,0.46438,1.02825,0.83151,0.70367,0.81166,0.47323,1.80077,0.99952,2.2417,0.000495062,0.000495062,0.000495062
86,640.56,0.69402,0.49303,1.03885,0.85718,0.71821,0.79476,0.47458,2.06838,1.23544,2.31754,0.000487729,0.000487729,0.000487729
87,647.854,0.69107,0.4862,1.03642,0.81932,0.74952,0.80934,0.47656,1.85822,1.10529,1.92291,0.000480396,0.000480396,0.000480396
88,655.331,0.6903,0.47008,1.03069,0.78508,0.76802,0.80185,0.47321,2.38145,1.6451,2.23616,0.000473064,0.000473064,0.000473064
89,662.672,0.67925,0.47251,1.03502,0.73376,0.76727,0.82665,0.48915,2.016,1.74607,2.10503,0.000465731,0.000465731,0.000465731
90,670.034,0.68669,0.48914,1.03413,0.67797,0.73389,0.75218,0.44278,1.48979,1.62466,2.16533,0.000458399,0.000458399,0.000458399
91,677.415,0.68077,0.47705,1.03,0.74737,0.77728,0.80635,0.46858,2.43243,1.87471,2.69596,0.000451066,0.000451066,0.000451066
92,684.812,0.65931,0.44859,1.014,0.74389,0.75647,0.79083,0.47861,1.85482,2.78153,1.85047,0.000443733,0.000443733,0.000443733
93,692.206,0.65246,0.44214,1.01166,0.80874,0.62469,0.76823,0.45451,1.88277,2.72926,1.7808,0.000436401,0.000436401,0.000436401
94,699.582,0.64624,0.43279,1.00289,0.72634,0.78729,0.81948,0.4933,2.0101,1.75443,1.97193,0.000429068,0.000429068,0.000429068
95,707.026,0.64179,0.43991,1.0088,0.76402,0.76649,0.80979,0.48834,1.6353,1.39398,1.94782,0.000421736,0.000421736,0.000421736
96,714.785,0.64957,0.45319,1.01308,0.82734,0.66803,0.78866,0.46975,2.15657,2.39485,2.23969,0.000414403,0.000414403,0.000414403
97,722.154,0.61064,0.43214,0.99311,0.76875,0.73895,0.80169,0.48253,2.0278,2.02715,2.09765,0.00040707,0.00040707,0.00040707
98,729.616,0.62385,0.43753,1.00278,0.77622,0.78221,0.8111,0.48479,2.5227,1.60299,2.58458,0.000399738,0.000399738,0.000399738
99,736.942,0.61051,0.41866,0.99391,0.77768,0.78231,0.82587,0.48624,2.38825,1.94564,2.22015,0.000392405,0.000392405,0.000392405
100,744.486,0.6048,0.41141,0.97496,0.70287,0.78779,0.80439,0.47247,2.04722,1.32076,2.10574,0.000385073,0.000385073,0.000385073
