epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,4011.03,0.42201,0.32322,0.89917,0.75569,0.68979,0.7568,0.46034,1.56074,1.53314,1.91235,9.67211e-05,9.67211e-05,9.67211e-05
125,4040.25,0.42681,0.35293,0.90699,0.71852,0.69978,0.7372,0.45496,1.55058,1.54285,1.90978,9.06517e-05,9.06517e-05,9.06517e-05
126,4070.57,0.4316,0.33894,0.90864,0.7277,0.70785,0.74465,0.45639,1.52891,1.49193,1.91415,8.47887e-05,8.47887e-05,8.47887e-05
127,4100.06,0.40297,0.31863,0.88945,0.71836,0.72141,0.74191,0.45501,1.52485,1.50313,1.91489,7.91345e-05,7.91345e-05,7.91345e-05
128,4130.4,0.43988,0.34785,0.90887,0.6891,0.75524,0.74603,0.45634,1.55412,1.52458,1.93161,7.36918e-05,7.36918e-05,7.36918e-05
129,4160.45,0.40648,0.3213,0.8905,0.71093,0.70975,0.73941,0.44732,1.54357,1.50095,1.92626,6.84628e-05,6.84628e-05,6.84628e-05
130,4190.7,0.41095,0.31845,0.89396,0.70856,0.71866,0.74032,0.44164,1.54856,1.49462,1.93203,6.34499e-05,6.34499e-05,6.34499e-05
131,4220.52,0.42097,0.33389,0.90455,0.71658,0.72079,0.7368,0.43761,1.55871,1.496,1.93678,5.86552e-05,5.86552e-05,5.86552e-05
132,4250.34,0.42592,0.33792,0.91781,0.72161,0.72111,0.74399,0.45381,1.54028,1.47399,1.92067,5.4081e-05,5.4081e-05,5.4081e-05
133,4280.43,0.41696,0.31923,0.89479,0.73051,0.71173,0.74366,0.45374,1.54447,1.46445,1.91358,4.97291e-05,4.97291e-05,4.97291e-05
134,4310.76,0.40191,0.32949,0.89824,0.72007,0.71983,0.74323,0.443,1.54999,1.49859,1.91003,4.56015e-05,4.56015e-05,4.56015e-05
135,4340.86,0.41699,0.33307,0.90467,0.71981,0.72441,0.75171,0.45003,1.55632,1.50771,1.93009,4.16999e-05,4.16999e-05,4.16999e-05
136,4370.21,0.4153,0.33218,0.89871,0.74503,0.70777,0.74801,0.44941,1.56554,1.49539,1.93471,3.80262e-05,3.80262e-05,3.80262e-05
137,4400.23,0.42711,0.33865,0.91206,0.72826,0.71184,0.75127,0.45084,1.55761,1.48867,1.9393,3.45819e-05,3.45819e-05,3.45819e-05
138,4429.84,0.40048,0.31665,0.89114,0.71263,0.72081,0.74788,0.45263,1.56096,1.49651,1.93188,3.13686e-05,3.13686e-05,3.13686e-05
139,4458.82,0.38629,0.32061,0.8867,0.7157,0.72441,0.7489,0.44934,1.55171,1.51167,1.93304,2.83875e-05,2.83875e-05,2.83875e-05
140,4488.72,0.41213,0.33041,0.90026,0.71783,0.71974,0.74927,0.45505,1.5491,1.51248,1.94251,2.56402e-05,2.56402e-05,2.56402e-05
141,4521.57,0.32348,0.24103,0.83536,0.70831,0.71414,0.75215,0.45487,1.55848,1.51703,1.94101,2.31276e-05,2.31276e-05,2.31276e-05
142,4551.24,0.32162,0.23819,0.83721,0.70654,0.72097,0.75221,0.45806,1.5547,1.50624,1.94707,2.0851e-05,2.0851e-05,2.0851e-05
143,4580.42,0.31675,0.2347,0.8352,0.70548,0.71203,0.75235,0.45727,1.55272,1.51255,1.94591,1.88114e-05,1.88114e-05,1.88114e-05
144,4610.39,0.31537,0.23715,0.83636,0.70146,0.73001,0.75131,0.45503,1.55432,1.51528,1.94899,1.70096e-05,1.70096e-05,1.70096e-05
145,4639.14,0.31049,0.23605,0.83841,0.7334,0.70897,0.76147,0.46676,1.55445,1.52388,1.94513,1.54465e-05,1.54465e-05,1.54465e-05
146,4668.44,0.31889,0.24087,0.838,0.71694,0.7021,0.759,0.46336,1.54465,1.51981,1.94231,1.41227e-05,1.41227e-05,1.41227e-05
147,4697.02,0.30736,0.23378,0.83539,0.71056,0.71646,0.75306,0.465,1.54392,1.53108,1.9374,1.30387e-05,1.30387e-05,1.30387e-05
148,4726.37,0.30621,0.23143,0.83319,0.70971,0.71793,0.75235,0.46115,1.54362,1.52502,1.93482,1.21952e-05,1.21952e-05,1.21952e-05
149,4755.23,0.3088,0.23351,0.82368,0.71431,0.71781,0.74971,0.45636,1.54449,1.51796,1.93806,1.15924e-05,1.15924e-05,1.15924e-05
150,4784.44,0.30548,0.23369,0.83389,0.71445,0.724,0.7516,0.45819,1.54623,1.52129,1.94349,1.12306e-05,1.12306e-05,1.12306e-05
